Date,Sales
2014-01-06,2573.82
2014-01-07,76.72800000000001
2014-01-10,51.94
2014-01-11,9.94
2014-01-13,879.9389999999999
2014-01-14,61.96
2014-01-16,127.10400000000001
2014-01-19,181.47000000000003
2014-01-20,1413.51
2014-01-21,25.248
2014-01-26,217.20000000000002
2014-01-27,333.0
2014-01-31,290.666
2014-02-08,14.56
2014-02-11,1650.0500000000002
2014-02-12,129.568
2014-02-18,25.16
2014-02-20,20.32
2014-03-01,1893.995
2014-03-03,928.8020000000001
2014-03-07,966.9840000000002
2014-03-11,8.32
2014-03-14,1139.92
2014-03-15,45.696
2014-03-17,3265.23
2014-03-18,1462.4499999999998
2014-03-19,25.008000000000003
2014-03-21,251.328
2014-03-22,314.352
2014-03-24,40.48
2014-03-25,366.786
2014-03-28,1515.308
2014-03-29,890.8409999999999
2014-03-30,332.96799999999996
2014-03-31,1125.4879999999998
2014-04-02,177.68
2014-04-04,5.47
2014-04-06,933.384
2014-04-07,8.96
2014-04-08,1487.6220000000003
2014-04-12,308.499
2014-04-15,187.76
2014-04-18,317.058
2014-04-19,76.14
2014-04-20,1205.6100000000001
2014-04-23,585.0799999999999
2014-04-25,1790.29
2014-04-26,230.28000000000003
2014-04-29,631.004
2014-05-04,39.64
2014-05-05,127.869
2014-05-07,1066.5700000000002
2014-05-10,606.749
2014-05-11,1279.072
2014-05-12,734.846
2014-05-13,279.456
2014-05-14,310.88000000000005
2014-05-16,232.88
2014-05-18,149.232
2014-05-20,150.192
2014-05-21,107.772
2014-05-25,29.32
2014-05-26,875.7339999999999
2014-05-27,567.12
2014-05-30,355.455
2014-06-01,2024.0600000000002
2014-06-02,73.32000000000001
2014-06-03,577.424
2014-06-04,424.48799999999994
2014-06-06,991.7640000000001
2014-06-07,268.935
2014-06-08,755.904
2014-06-09,3233.744
2014-06-14,212.94
2014-06-15,897.862
2014-06-16,647.84
2014-06-17,6.24
2014-06-20,193.0656
2014-06-21,107.994
2014-06-22,1023.9879999999998
2014-06-24,4.272
2014-06-25,447.84
2014-06-27,85.98
2014-06-28,1228.465
2014-07-05,232.73600000000002
2014-07-06,478.48
2014-07-07,241.194
2014-07-08,566.3700000000001
2014-07-09,119.83299999999998
2014-07-11,979.0500000000001
2014-07-12,1333.846
2014-07-13,351.216
2014-07-14,31.983999999999998
2014-07-18,259.136
2014-07-19,70.55999999999999
2014-07-20,1041.132
2014-07-21,1732.346
2014-07-22,888.0720000000001
2014-07-25,77.92
2014-07-26,919.4480000000001
2014-07-28,129.888
2014-07-30,1367.84
2014-08-01,44.128
2014-08-03,218.75
2014-08-05,1962.724
2014-08-08,658.472
2014-08-11,12.35
2014-08-12,85.44
2014-08-15,195.136
2014-08-16,853.0919999999999
2014-08-19,928.0600000000001
2014-08-20,921.612
2014-08-23,4.224
2014-08-24,13.28
2014-08-25,6.28
2014-08-26,10.68
2014-08-27,1232.06
2014-08-29,174.0585
2014-09-02,70.71
2014-09-05,31.983999999999998
2014-09-06,41.88
2014-09-07,1714.593
2014-09-08,3855.4439999999995
2014-09-09,864.0239999999999
2014-09-10,1741.94
2014-09-11,127.94999999999999
2014-09-12,3825.8520000000003
2014-09-13,354.306
2014-09-14,629.7800000000001
2014-09-15,118.496
2014-09-17,35.34
2014-09-19,961.0179999999999
2014-09-20,3071.6400000000003
2014-09-21,8.544
2014-09-22,676.9680000000001
2014-09-23,435.999
2014-09-25,300.53279999999995
2014-09-26,752.304
2014-09-27,691.4599999999999
2014-09-28,337.088
2014-09-29,3153.3880000000004
2014-09-30,15.24
2014-10-03,555.8389999999999
2014-10-04,589.41
2014-10-07,129.92
2014-10-10,169.224
2014-10-11,505.958
2014-10-13,1544.53
2014-10-14,1628.82
2014-10-15,198.75599999999997
2014-10-17,5.312
2014-10-18,1151.22
2014-10-20,328.59000000000003
2014-10-21,1000.9100000000001
2014-10-22,223.808
2014-10-26,63.92
2014-10-28,616.998
2014-10-31,3591.032
2014-11-01,100.38399999999999
2014-11-02,89.34
2014-11-03,1355.388
2014-11-04,744.9499999999999
2014-11-05,443.50800000000004
2014-11-07,683.1439999999999
2014-11-09,279.186
2014-11-10,657.02
2014-11-11,2071.424
2014-11-12,722.1852000000001
2014-11-14,69.264
2014-11-15,10.11
2014-11-16,343.27049999999997
2014-11-17,5270.080000000001
2014-11-18,2191.732
2014-11-19,1025.8799999999999
2014-11-23,1147.1000000000001
2014-11-24,1029.808
2014-11-25,2302.9669999999996
2014-11-26,19.3
2014-11-27,199.89999999999998
2014-11-28,808.932
2014-12-01,4513.606
2014-12-02,1282.8
2014-12-06,525.192
2014-12-08,723.24
2014-12-10,338.352
2014-12-12,4695.6005000000005
2014-12-13,182.388
2014-12-14,322.834
2014-12-15,1223.786
2014-12-16,2798.4320000000002
2014-12-19,1819.8600000000001
2014-12-20,4039.814
2014-12-21,1897.92
2014-12-23,118.1
2014-12-24,346.62200000000007
2014-12-26,1353.1580000000001
2014-12-27,1212.7980000000002
2014-12-29,143.172
2014-12-30,523.764
2014-12-31,2584.5280000000002
2015-01-02,452.45
2015-01-03,1352.3975999999998
2015-01-04,192.22
2015-01-05,61.584
2015-01-10,1018.1039999999999
2015-01-13,542.4499999999999
2015-01-17,254.74400000000003
2015-01-19,301.742
2015-01-27,2985.906
2015-01-28,4297.644
2015-01-30,227.35999999999999
2015-01-31,53.34
2015-02-03,256.202
2015-02-06,1552.74
2015-02-09,244.70399999999998
2015-02-18,35.544000000000004
2015-02-27,493.9199999999999
2015-02-28,551.264
2015-03-01,1412.7504
2015-03-02,787.53
2015-03-05,521.259
2015-03-06,435.26
2015-03-08,1746.9499999999998
2015-03-12,37.288000000000004
2015-03-13,1384.856
2015-03-16,215.09
2015-03-19,383.46559999999994
2015-03-22,91.96
2015-03-23,107.772
2015-03-24,405.95799999999997
2015-03-26,3393.68
2015-03-29,1186.8400000000001
2015-03-30,366.74399999999997
2015-03-31,22.38
2015-04-04,108.4
2015-04-05,1799.3939999999998
2015-04-09,369.91200000000003
2015-04-11,121.88799999999999
2015-04-13,1811.432
2015-04-16,1847.884
2015-04-18,152.83599999999998
2015-04-20,595.38
2015-04-21,401.84000000000003
2015-04-25,128.058
2015-04-26,1592.8495
2015-04-27,1267.53
2015-04-30,278.29499999999996
2015-05-01,63.55200000000001
2015-05-03,1509.9959999999999
2015-05-04,49.088
2015-05-07,244.00599999999997
2015-05-08,339.516
2015-05-11,191.96800000000002
2015-05-12,21.968000000000004
2015-05-14,1452.7875
2015-05-20,163.136
2015-05-23,75.33
2015-05-24,602.651
2015-05-25,14.73
2015-05-26,230.856
2015-05-29,358.626
2015-05-31,4056.7400000000002
2015-06-04,35.28
2015-06-05,1522.638
2015-06-08,173.208
2015-06-09,355.36
2015-06-11,1201.7520000000002
2015-06-12,43.296
2015-06-14,51.072
2015-06-15,404.96000000000004
2015-06-16,197.37199999999999
2015-06-18,779.336
2015-06-19,12.56
2015-06-20,257.64
2015-06-22,796.4250000000001
2015-06-23,27.42
2015-06-25,280.23400000000004
2015-06-26,332.94
2015-06-28,1104.7
2015-06-29,137.986
2015-07-02,950.378
2015-07-03,522.3320000000001
2015-07-05,9.856000000000002
2015-07-06,642.0920000000001
2015-07-09,181.96
2015-07-11,856.4680000000001
2015-07-12,391.36699999999996
2015-07-13,1931.04
2015-07-14,569.6840000000001
2015-07-16,2199.8360000000002
2015-07-17,427.386
2015-07-18,7.38
2015-07-20,1298.374
2015-07-23,128.82
2015-07-24,20.94
2015-07-25,1625.048
2015-07-26,659.517
2015-07-30,161.16
2015-07-31,1090.782
2015-08-01,1004.9760000000001
2015-08-02,388.48
2015-08-05,14.76
2015-08-06,369.19919999999996
2015-08-07,212.94
2015-08-08,144.784
2015-08-09,1755.8759999999997
2015-08-11,46.152
2015-08-13,31.56
2015-08-15,104.23
2015-08-16,555.822
2015-08-21,1754.848
2015-08-24,1218.059
2015-08-25,68.768
2015-08-28,415.307
2015-08-31,1552.831
2015-09-01,185.1
2015-09-03,367.72
2015-09-05,778.651
2015-09-06,549.564
2015-09-07,556.106
2015-09-08,21.36
2015-09-10,648.526
2015-09-11,244.23999999999998
2015-09-13,2917.8220000000006
2015-09-14,1082.886
2015-09-15,1976.884
2015-09-17,10006.174
2015-09-18,24.4
2015-09-19,122.80000000000001
2015-09-21,3119.064
2015-09-22,252.57999999999998
2015-09-24,1940.51
2015-09-25,1454.348
2015-09-27,24.288
2015-10-02,11.032
2015-10-03,156.156
2015-10-04,457.88399999999996
2015-10-05,357.462
2015-10-08,218.68
2015-10-09,389.97
2015-10-10,362.13599999999997
2015-10-11,957.5775
2015-10-12,1735.1580000000004
2015-10-13,287.94
2015-10-15,2601.946
2015-10-18,10.11
2015-10-20,455.55600000000004
2015-10-23,1275.1040000000003
2015-10-24,801.633
2015-10-25,1126.612
2015-10-28,57.21
2015-10-30,15.488
2015-10-31,748.969
2015-11-01,1094.388
2015-11-02,4379.385
2015-11-03,1491.42
2015-11-05,207.0
2015-11-07,970.8800000000001
2015-11-08,5252.4259999999995
2015-11-09,1024.38
2015-11-10,29.22
2015-11-12,670.056
2015-11-13,1781.1371999999997
2015-11-14,1190.332
2015-11-15,39.96
2015-11-16,1784.1639999999998
2015-11-17,1667.0279999999998
2015-11-19,141.96
2015-11-20,1656.7000000000003
2015-11-21,2055.7748
2015-11-22,206.96200000000002
2015-11-24,79.76
2015-11-26,692.472
2015-11-27,1315.3955
2015-11-28,625.962
2015-11-29,1408.87
2015-11-30,1115.2000000000003
2015-12-01,6600.68
2015-12-03,440.41099999999994
2015-12-04,1200.268
2015-12-05,306.53
2015-12-06,390.71799999999996
2015-12-07,363.84000000000003
2015-12-10,1536.8600000000001
2015-12-11,541.8620000000001
2015-12-12,515.4280000000001
2015-12-14,324.188
2015-12-15,262.864
2015-12-17,1245.642
2015-12-18,20.32
2015-12-19,1053.164
2015-12-20,373.42599999999993
2015-12-21,1670.126
2015-12-22,422.62499999999994
2015-12-24,1563.9940000000001
2015-12-25,1433.564
2015-12-26,326.646
2015-12-27,2477.9031999999997
2015-12-31,14.76
2016-01-02,173.94
2016-01-03,1592.8500000000001
2016-01-07,23.076
2016-01-08,1565.88
2016-01-09,15.168000000000001
2016-01-10,104.77
2016-01-11,54.992000000000004
2016-01-14,315.77600000000007
2016-01-15,181.79699999999997
2016-01-17,322.59000000000003
2016-01-21,1167.056
2016-01-22,575.308
2016-01-23,59.99
2016-01-25,359.702
2016-01-30,1109.848
2016-02-02,92.474
2016-02-03,866.4
2016-02-04,14.368000000000002
2016-02-05,816.548
2016-02-06,132.22400000000002
2016-02-08,241.49999999999997
2016-02-14,560.991
2016-02-16,935.644
2016-02-19,44.46
2016-02-21,204.74999999999997
2016-02-27,16.192
2016-03-01,836.592
2016-03-03,1236.6059999999998
2016-03-06,305.02
2016-03-08,215.95999999999998
2016-03-09,354.90000000000003
2016-03-10,176.784
2016-03-11,351.262
2016-03-12,770.3520000000001
2016-03-13,1100.425
2016-03-14,476.736
2016-03-15,1880.462
2016-03-17,971.5
2016-03-18,189.882
2016-03-19,107.59400000000002
2016-03-20,783.61
2016-03-21,627.8019999999999
2016-03-22,167.888
2016-03-24,301.46999999999997
2016-03-27,60.16
2016-03-29,1558.091
2016-03-31,327.99600000000004
2016-04-01,1324.532
2016-04-02,1454.9
2016-04-03,71.12
2016-04-04,82.64
2016-04-07,658.746
2016-04-08,1024.208
2016-04-09,556.665
2016-04-12,1176.5600000000002
2016-04-14,1317.336
2016-04-15,1121.568
2016-04-16,9.96
2016-04-17,355.24300000000005
2016-04-18,472.25199999999995
2016-04-19,205.176
2016-04-22,1414.37
2016-04-24,1325.76
2016-04-26,434.646
2016-04-28,71.912
2016-04-30,134.496
2016-05-01,370.62
2016-05-02,781.06
2016-05-03,51.967999999999996
2016-05-05,2072.464
2016-05-06,96.312
2016-05-07,506.444
2016-05-08,211.96
2016-05-12,10.02
2016-05-14,109.57600000000002
2016-05-16,282.84
2016-05-17,195.848
2016-05-19,717.64
2016-05-20,1049.2
2016-05-22,174.28599999999997
2016-05-23,37.05
2016-05-25,24.96
2016-05-26,941.4440000000001
2016-05-27,3535.66
2016-05-28,390.272
2016-05-29,44.76
2016-05-30,3292.3080000000004
2016-05-31,223.14299999999997
2016-06-03,71.08800000000001
2016-06-04,810.541
2016-06-06,548.96
2016-06-09,815.2919999999999
2016-06-10,1335.68
2016-06-11,915.256
2016-06-12,433.396
2016-06-14,3353.729
2016-06-17,1685.43
2016-06-20,219.258
2016-06-21,353.568
2016-06-25,540.016
2016-06-26,59.88
2016-06-27,539.658
2016-06-28,121.96
2016-06-30,1266.86
2016-07-02,723.6139999999999
2016-07-04,1329.9650000000001
2016-07-07,817.278
2016-07-08,662.88
2016-07-09,573.286
2016-07-14,661.6859999999999
2016-07-15,230.28000000000003
2016-07-16,9.552
2016-07-17,37.17
2016-07-18,1539.17
2016-07-19,690.48
2016-07-21,363.92
2016-07-22,39.068000000000005
2016-07-24,253.76399999999998
2016-07-25,3495.4679999999994
2016-07-28,504.87000000000006
2016-07-31,1136.068
2016-08-01,19.312
2016-08-02,136.46400000000003
2016-08-04,109.8
2016-08-08,513.024
2016-08-12,917.2045000000002
2016-08-13,241.96
2016-08-15,537.326
2016-08-16,161.28
2016-08-18,14.896
2016-08-21,4275.522000000001
2016-08-22,98.328
2016-08-23,555.312
2016-08-26,3262.232
2016-08-27,244.61499999999998
2016-08-28,156.37279999999998
2016-08-29,405.79999999999995
2016-08-30,833.784
2016-09-01,191.82
2016-09-02,1476.154
2016-09-03,642.396
2016-09-04,130.81
2016-09-05,3461.9170000000004
2016-09-06,722.3520000000001
2016-09-08,3374.9816
2016-09-09,15.008000000000003
2016-09-10,300.93
2016-09-12,1679.8719999999998
2016-09-13,1336.4399999999998
2016-09-15,1128.3899999999999
2016-09-16,395.446
2016-09-17,430.00800000000004
2016-09-18,3218.74
2016-09-19,1599.324
2016-09-20,279.36
2016-09-22,100.67200000000003
2016-09-23,1114.426
2016-09-24,931.202
2016-09-25,1624.567
2016-09-26,1627.4805
2016-09-27,956.6647999999999
2016-09-30,523.92
2016-10-01,567.2860000000001
2016-10-03,1552.5080000000003
2016-10-04,250.93999999999997
2016-10-08,51.712
2016-10-09,502.4000000000001
2016-10-10,225.666
2016-10-13,1017.71
2016-10-14,102.59200000000001
2016-10-16,142.182
2016-10-17,241.64600000000002
2016-10-18,307.92
2016-10-20,504.922
2016-10-21,2012.76
2016-10-22,173.26
2016-10-23,16.156
2016-10-27,758.8240000000001
2016-10-28,1111.368
2016-10-29,67.0
2016-10-31,2265.7250000000004
2016-11-03,1554.779
2016-11-04,2007.5900000000004
2016-11-05,2964.4408
2016-11-06,563.5360000000001
2016-11-07,1662.4160000000002
2016-11-08,993.8999999999999
2016-11-10,1004.988
2016-11-11,3472.65
2016-11-12,4158.352000000001
2016-11-13,54.08
2016-11-14,856.5599999999998
2016-11-15,630.024
2016-11-18,557.068
2016-11-19,34.288000000000004
2016-11-20,702.036
2016-11-21,514.21
2016-11-22,39.88
2016-11-23,84.816
2016-11-24,2324.6320000000005
2016-11-25,1762.962
2016-11-26,4315.22
2016-11-27,362.5830000000001
2016-11-28,530.472
2016-11-29,242.17600000000004
2016-11-30,389.97
2016-12-01,1801.2650000000003
2016-12-02,868.8039999999999
2016-12-03,2140.888
2016-12-04,113.78999999999999
2016-12-05,2239.0
2016-12-08,2698.454
2016-12-09,1136.8339999999998
2016-12-10,1746.468
2016-12-11,2461.7960000000003
2016-12-12,477.47
2016-12-13,1114.272
2016-12-14,611.7239999999999
2016-12-15,2231.895
2016-12-16,563.92
2016-12-17,2003.52
2016-12-18,1183.9899999999998
2016-12-19,759.8900000000001
2016-12-20,18.92
2016-12-22,919.3040000000001
2016-12-23,1002.8399999999999
2016-12-24,843.5200000000001
2016-12-25,6636.863
2016-12-26,1262.0040000000001
2016-12-27,845.4879999999999
2016-12-29,825.01
2016-12-30,170.78599999999997
2017-01-01,975.49
2017-01-02,913.4300000000001
2017-01-08,892.98
2017-01-12,37.68
2017-01-13,212.94
2017-01-14,18.96
2017-01-16,730.2620000000001
2017-01-19,919.2389999999998
2017-01-20,207.84600000000003
2017-01-21,84.98
2017-01-23,210.98
2017-01-26,62.72
2017-01-28,37.74
2017-01-29,14.91
2017-01-30,643.875
2017-02-02,296.84000000000003
2017-02-03,22.200000000000003
2017-02-06,600.754
2017-02-09,25.104000000000003
2017-02-10,203.98299999999998
2017-02-11,1110.7040000000002
2017-02-13,107.53
2017-02-16,608.25
2017-02-17,1955.5704
2017-02-19,44.67
2017-02-20,477.84400000000005
2017-02-25,428.704
2017-02-26,984.1840000000001
2017-03-02,441.96
2017-03-03,751.004
2017-03-04,103.50000000000001
2017-03-06,71.97
2017-03-10,983.976
2017-03-11,181.484
2017-03-13,89.768
2017-03-16,51.264
2017-03-18,82.524
2017-03-19,728.0899999999999
2017-03-20,2.91
2017-03-21,1828.0200000000002
2017-03-23,211.84
2017-03-24,479.61
2017-03-25,1986.5200000000002
2017-03-26,318.408
2017-03-27,2142.2439999999997
2017-03-28,48.040000000000006
2017-03-30,94.2
2017-03-31,296.1128
2017-04-01,828.9660000000001
2017-04-02,436.91
2017-04-03,25.472
2017-04-07,1112.5465000000002
2017-04-08,637.14
2017-04-10,48.992
2017-04-13,436.70400000000006
2017-04-14,515.0740000000001
2017-04-15,196.45
2017-04-16,102.833
2017-04-17,278.66400000000004
2017-04-20,470.394
2017-04-21,1071.42
2017-04-22,272.63200000000006
2017-04-23,567.252
2017-04-25,344.98099999999994
2017-04-26,1.988
2017-04-27,359.8456
2017-04-29,1048.35
2017-04-30,309.344
2017-05-01,4051.534
2017-05-02,129.93
2017-05-03,405.9179999999999
2017-05-04,300.904
2017-05-05,89.99100000000001
2017-05-06,623.4648
2017-05-07,1962.0900000000001
2017-05-08,176.04999999999998
2017-05-09,493.85
2017-05-11,217.97500000000002
2017-05-12,328.33000000000004
2017-05-13,458.42999999999995
2017-05-14,1179.6699999999998
2017-05-15,303.544
2017-05-18,342.0
2017-05-19,2624.58
2017-05-20,525.2520000000001
2017-05-21,520.0500000000001
2017-05-22,181.986
2017-05-23,171.288
2017-05-25,18.84
2017-05-27,512.3
2017-05-28,799.6890000000001
2017-05-29,71.664
2017-05-30,468.22839999999997
2017-06-01,1925.88
2017-06-03,661.5039999999999
2017-06-04,62.32000000000001
2017-06-06,4.95
2017-06-08,1497.666
2017-06-09,132.901
2017-06-10,514.165
2017-06-11,455.21200000000005
2017-06-12,1337.1239999999998
2017-06-13,761.438
2017-06-15,928.2080000000001
2017-06-16,1514.92
2017-06-17,155.25
2017-06-18,917.9234999999999
2017-06-19,1306.7049999999997
2017-06-21,17.92
2017-06-22,487.96
2017-06-24,449.454
2017-06-25,1272.184
2017-06-26,800.0020000000001
2017-06-27,317.946
2017-06-29,1381.2932
2017-06-30,2105.661
2017-07-03,1016.678
2017-07-05,332.028
2017-07-06,361.37600000000003
2017-07-07,87.21000000000001
2017-07-08,484.1
2017-07-09,526.45
2017-07-10,18.84
2017-07-13,91.00800000000001
2017-07-14,692.45
2017-07-15,1847.529
2017-07-16,313.72400000000005
2017-07-17,1241.149
2017-07-18,1473.888
2017-07-20,539.4159999999999
2017-07-21,661.44
2017-07-22,526.3439999999999
2017-07-25,456.79999999999995
2017-07-26,362.352
2017-07-27,324.65000000000003
2017-07-29,418.63
2017-07-31,36.96
2017-08-03,307.332
2017-08-06,161.14000000000001
2017-08-07,258.934
2017-08-10,121.3
2017-08-12,1834.8200000000002
2017-08-13,455.63199999999995
2017-08-14,418.29599999999994
2017-08-17,4970.114
2017-08-18,204.38
2017-08-21,2093.5840000000003
2017-08-22,524.54
2017-08-23,2.7840000000000003
2017-08-25,130.98
2017-08-26,64.96
2017-08-27,2037.7399999999998
2017-08-28,1137.75
2017-08-29,148.02
2017-08-31,569.5680000000001
2017-09-01,896.72
2017-09-02,2527.552
2017-09-03,620.631
2017-09-04,3722.982
2017-09-07,470.68799999999993
2017-09-08,1000.2389999999999
2017-09-09,482.564
2017-09-10,362.352
2017-09-11,2810.8940000000007
2017-09-12,8.36
2017-09-14,830.718
2017-09-15,2612.768
